baristas,price,profit
2.0,10.0,1812.4
2.0,10.0,1897.6
2.0,10.0,1456.3
2.0,10.0,1789.6
2.0,10.0,1599.0
2.0,10.0,1629.6
2.0,10.0,1986.1
2.0,10.0,1803.4
2.0,10.0,1500.6
2.0,10.0,1251.2
2.0,10.0,1643.0
2.0,10.0,1612.1
2.0,10.0,1228.9
2.0,10.0,1865.9
2.0,10.0,1532.0
2.0,10.0,1879.4
2.0,10.0,1460.7
2.0,10.0,1197.3
2.0,10.0,1973.1
2.0,10.0,1603.3
2.0,10.0,1491.8
2.0,10.0,1295.4
2.0,10.0,1349.4
2.0,10.0,1282.3
2.0,10.0,1749.8
2.0,10.0,1403.0
2.0,10.0,1447.6
2.0,10.0,1135.6
2.0,10.0,1572.3
2.0,10.0,1647.8
2.0,10.0,1139.5
2.0,10.0,1647.5
2.0,10.0,1741.5
2.0,10.0,1651.7
2.0,10.0,1750.2
2.0,10.0,1701.7
2.0,10.0,1648.1
2.0,10.0,1474.0
2.0,10.0,1406.8
2.0,10.0,1541.1
2.0,10.0,1567.6
2.0,10.0,1704.8
2.0,10.0,1487.5
2.0,10.0,1808.4
2.0,10.0,1522.4
2.0,10.0,1638.6
2.0,10.0,1433.9
2.0,10.0,1549.6
2.0,10.0,1652.1
2.0,10.0,1518.5
2.0,10.0,1296.0
2.0,10.0,1643.6
2.0,10.0,1661.2
2.0,10.0,1665.3
2.0,10.0,1576.8
2.0,10.0,1692.7
2.0,10.0,1420.9
2.0,10.0,1808.6
2.0,10.0,1790.1
2.0,10.0,1562.8
2.0,10.0,1616.9
2.0,10.0,1562.8
2.0,10.0,1594.3
2.0,10.0,1434.0
2.0,10.0,1558.7
2.0,10.0,1687.9
2.0,10.0,1541.0
2.0,10.0,1670.0
2.0,10.0,1857.2
2.0,10.0,1447.1
2.0,10.0,1638.9
2.0,10.0,1581.2
2.0,10.0,1732.4
2.0,10.0,1754.9
2.0,10.0,1879.2
2.0,10.0,1603.0
2.0,10.0,1322.4
2.0,10.0,1848.5
2.0,10.0,1313.7
2.0,10.0,1571.9
2.0,10.0,1790.1
2.0,10.0,1362.7
2.0,10.0,1629.7
2.0,10.0,1629.5
2.0,10.0,1669.9
2.0,10.0,1215.3
2.0,10.0,1612.1
2.0,10.0,1674.9
2.0,10.0,1670.1
2.0,10.0,1554.6
2.0,10.0,1905.8
2.0,10.0,1692.1
2.0,10.0,1696.5
2.0,10.0,1469.5
2.0,10.0,1911.5
2.0,10.0,1772.5
2.0,10.0,1425.0
2.0,10.0,1843.6
2.0,10.0,1469.7
2.0,10.0,1599.1
2.0,10.0,1603.8
2.0,10.0,1451.8
2.0,10.0,1500.7
2.0,10.0,1491.6
2.0,10.0,1626.2
2.0,10.0,1625.6
2.0,10.0,1549.9
2.0,10.0,1852.9
2.0,10.0,1790.7
2.0,10.0,1527.4
2.0,10.0,1594.2
2.0,10.0,1553.9
2.0,10.0,1287.2
2.0,10.0,1688.0
2.0,10.0,1336.1
2.0,10.0,1304.4
2.0,10.0,1562.6
2.0,10.0,1683.9
2.0,10.0,1803.8
2.0,10.0,1166.3
2.0,10.0,1692.2
2.0,10.0,1687.8
2.0,10.0,1825.6
2.0,10.0,1879.6
2.0,10.0,1759.2
2.0,10.0,1287.0
2.0,10.0,1816.7
2.0,10.0,1424.4
2.0,10.0,1786.1
2.0,10.0,1892.5
2.0,10.0,1367.3
2.0,10.0,1670.2
2.0,10.0,1554.1
2.0,10.0,1723.3
2.0,10.0,1554.1
2.0,10.0,1683.7
2.0,10.0,1647.3
2.0,10.0,1585.9
2.0,10.0,1794.6
2.0,10.0,1532.3
2.0,10.0,1812.6
2.0,10.0,1990.9
2.0,10.0,1447.0
2.0,10.0,1696.3
2.0,10.0,1696.5
2.0,10.0,1402.5
2.0,10.0,1608.4
2.0,10.0,1362.3
2.0,10.0,1549.2
2.0,10.0,1612.2
2.0,10.0,1683.5
2.0,10.0,1567.7
2.0,10.0,1857.2
2.0,10.0,1803.8
2.0,10.0,1602.9
2.0,10.0,1518.5
2.0,10.0,1634.3
2.0,10.0,1491.6
2.0,10.0,1590.0
2.0,10.0,1839.4
2.0,10.0,1224.4
2.0,10.0,1772.8
2.0,10.0,1692.1
2.0,10.0,1999.6
2.0,10.0,1344.6
2.0,10.0,1581.3
2.0,10.0,1817.3
2.0,10.0,1911.1
2.0,10.0,1728.1
2.0,10.0,1865.4
2.0,10.0,1865.8
2.0,10.0,1647.4
2.0,10.0,1617.1
2.0,10.0,1594.2
